date,mac_score,liquidity,valuation,positioning,volatility,policy,contagion,private_credit,interpretation,crisis_event,data_quality,momentum_1w,momentum_4w,trend_direction,mac_status,is_deteriorating
1907-05-21,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1907-05-28,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1907-06-04,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1907-06-11,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1907-06-18,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1907-06-25,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1907-07-02,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1907-07-09,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1907-07-16,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1907-07-23,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1907-07-30,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1907-08-06,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1907-08-13,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1907-08-20,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1907-08-27,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1907-09-03,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1907-09-10,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1907-09-17,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1907-09-24,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1907-10-01,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1907-10-08,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1907-10-15,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",Panic of 1907,poor,,,unknown,CRITICAL,False
1907-10-22,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",Panic of 1907,poor,,,unknown,CRITICAL,False
1907-10-29,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",Panic of 1907,poor,,,unknown,CRITICAL,False
1907-11-05,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",Panic of 1907,poor,,,unknown,CRITICAL,False
1907-11-12,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",Panic of 1907,poor,,,unknown,CRITICAL,False
1907-11-19,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",Panic of 1907,poor,,,unknown,CRITICAL,False
1907-11-26,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",Panic of 1907,poor,,,unknown,CRITICAL,False
1907-12-03,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",Panic of 1907,poor,,,unknown,CRITICAL,False
1907-12-10,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",Panic of 1907,poor,,,unknown,CRITICAL,False
1907-12-17,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",Panic of 1907,poor,,,unknown,CRITICAL,False
1907-12-24,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",Panic of 1907,poor,,,unknown,CRITICAL,False
1907-12-31,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",Panic of 1907,poor,,,unknown,CRITICAL,False
1908-01-07,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",Panic of 1907,poor,,,unknown,CRITICAL,False
1908-01-14,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",Panic of 1907,poor,,,unknown,CRITICAL,False
1908-01-21,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",Panic of 1907,poor,,,unknown,CRITICAL,False
1908-01-28,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",Panic of 1907,poor,,,unknown,CRITICAL,False
1908-02-04,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",Panic of 1907,poor,,,unknown,CRITICAL,False
1908-02-11,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",Panic of 1907,poor,,,unknown,CRITICAL,False
1908-02-18,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",Panic of 1907,poor,,,unknown,CRITICAL,False
1908-02-25,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",Panic of 1907,poor,,,unknown,CRITICAL,False
1908-03-03,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-03-10,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-03-17,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-03-24,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-03-31,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-04-07,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-04-14,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-04-21,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-04-28,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-05-05,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-05-12,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-05-19,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-05-26,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-06-02,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-06-09,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-06-16,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-06-23,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-06-30,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-07-07,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-07-14,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-07-21,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-07-28,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-08-04,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-08-11,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-08-18,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-08-25,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-09-01,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-09-08,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-09-15,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-09-22,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-09-29,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-10-06,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-10-13,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-10-20,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-10-27,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-11-03,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-11-10,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-11-17,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-11-24,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-12-01,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-12-08,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-12-15,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-12-22,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1908-12-29,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-01-05,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-01-12,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-01-19,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-01-26,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-02-02,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-02-09,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-02-16,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-02-23,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-03-02,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-03-09,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-03-16,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-03-23,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-03-30,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-04-06,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-04-13,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-04-20,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-04-27,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-05-04,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-05-11,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-05-18,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-05-25,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-06-01,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-06-08,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-06-15,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-06-22,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-06-29,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-07-06,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-07-13,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-07-20,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-07-27,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-08-03,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-08-10,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-08-17,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-08-24,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-08-31,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-09-07,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-09-14,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-09-21,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-09-28,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-10-05,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-10-12,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
1909-10-19,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.49999999999999994,"REGIME BREAK - Buffers exhausted, non-linear dynamics likely",,poor,,,unknown,CRITICAL,False
