date,mac_score,liquidity,valuation,positioning,volatility,policy,contagion,private_credit,interpretation,crisis_event,data_quality,momentum_1w,momentum_4w,trend_direction,mac_status,is_deteriorating
1998-10-01,0.4904965986394557,0.0,0.896142857142857,0.5,0.21733333333333343,1.0,0.5,0.5299999999999999,"THIN - Limited buffer, elevated transmission risk",Russian Default / LTCM Crisis,fair,-0.02679693877551026,-0.04223537414965994,declining,STRETCHED,False
1998-10-08,0.48379829931972784,0.0,0.9245880952380953,0.5,0.14199999999999993,1.0,0.5,0.5299999999999999,"THIN - Limited buffer, elevated transmission risk",Russian Default / LTCM Crisis,fair,-0.006698299319727874,-0.027747959183673454,stable,STRETCHED,False
1998-10-15,0.5056744897959183,0.0,0.9543880952380953,0.5,0.5553333333333332,0.5,0.5,0.5299999999999999,"THIN - Limited buffer, elevated transmission risk",Russian Default / LTCM Crisis,fair,0.021876190476190494,0.007523129251700622,stable,CAUTIOUS,False
1998-10-22,0.5142843537414965,0.0,0.9543238095238095,0.5,0.6156666666666666,0.5,0.5,0.5299999999999999,"THIN - Limited buffer, elevated transmission risk",Russian Default / LTCM Crisis,fair,0.008609863945578167,-0.0030091836734694732,stable,CAUTIOUS,False
1998-10-29,0.5409904761904761,0.12999999999999987,0.9436,0.5,0.6833333333333333,0.5,0.5,0.5299999999999999,"THIN - Limited buffer, elevated transmission risk",Russian Default / LTCM Crisis,fair,0.02670612244897963,0.050493877551020416,improving,CAUTIOUS,False
1998-11-05,0.6397425170068027,0.18500000000000008,0.9635309523809523,0.5,0.7996666666666666,1.0,0.5,0.5299999999999999,COMFORTABLE - Markets can absorb moderate shocks,,fair,0.0987520408163266,0.1559442176870749,improving,CAUTIOUS,False
1998-11-12,0.5420744897959183,0.12000000000000015,0.9538547619047618,0.5,0.6906666666666667,0.5,0.5,0.5299999999999999,"THIN - Limited buffer, elevated transmission risk",,fair,-0.09766802721088441,0.03639999999999999,stable,CAUTIOUS,False
1998-11-19,0.5709200680272108,0.18999999999999992,0.9597738095238095,0.5,0.8166666666666667,0.5,0.5,0.5299999999999999,"THIN - Limited buffer, elevated transmission risk",,fair,0.028845578231292524,0.056635714285714345,improving,CAUTIOUS,False
1998-11-26,0.58961768707483,0.23,0.9389904761904763,0.5,0.9283333333333335,0.5,0.5,0.5299999999999999,"THIN - Limited buffer, elevated transmission risk",,fair,0.01869761904761913,0.048627210884353844,stable,CAUTIOUS,False
1998-12-03,0.611452380952381,0.14999999999999994,0.8901666666666667,0.5,0.71,1.0,0.5,0.5299999999999999,COMFORTABLE - Markets can absorb moderate shocks,,fair,0.021834693877550992,-0.028290136054421766,stable,CAUTIOUS,False
1998-12-10,0.6256812925170068,0.18999999999999992,0.8867690476190476,0.5,0.773,1.0,0.5,0.5299999999999999,COMFORTABLE - Markets can absorb moderate shocks,,fair,0.014228911564625801,0.08360680272108845,improving,CAUTIOUS,False
1998-12-17,0.5475969387755101,0.16999999999999993,0.8985119047619047,0.5,0.7346666666666666,0.5,0.5,0.5299999999999999,"THIN - Limited buffer, elevated transmission risk",,fair,-0.07808435374149669,-0.02332312925170077,stable,CAUTIOUS,False
1998-12-24,0.5887061224489795,0.21499999999999986,0.9252761904761905,0.5,0.9506666666666667,0.5,0.5,0.5299999999999999,"THIN - Limited buffer, elevated transmission risk",,fair,0.041109183673469385,-0.0009115646258505139,stable,CAUTIOUS,False
1998-12-31,0.5794486394557823,0.27500000000000024,0.8984738095238095,0.5,0.8526666666666667,0.5,0.5,0.5299999999999999,"THIN - Limited buffer, elevated transmission risk",,fair,-0.009257482993197175,-0.03200374149659868,declining,CAUTIOUS,False
1999-01-07,0.6623268707482992,0.2833333333333333,0.9086214285714286,0.5,0.8543333333333333,1.0,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,0.08287823129251692,0.03664557823129244,stable,COMFORTABLE,False
1999-01-14,0.5481163265306123,0.2833333333333333,0.8961476190476191,0.5,0.5673333333333335,0.5,0.5,0.59,"THIN - Limited buffer, elevated transmission risk",,fair,-0.11421054421768695,0.0005193877551021853,stable,CAUTIOUS,False
1999-01-21,0.5522224489795917,0.23,0.9095571428571428,0.5,0.6359999999999999,0.5,0.5,0.59,"THIN - Limited buffer, elevated transmission risk",,fair,0.0041061224489794546,-0.036483673469387745,declining,CAUTIOUS,False
1999-01-28,0.5822275510204081,0.3583333333333332,0.8975928571428571,0.5,0.7296666666666667,0.5,0.5,0.59,"THIN - Limited buffer, elevated transmission risk",,fair,0.03000510204081641,0.002778911564625841,stable,CAUTIOUS,False
1999-02-04,0.6483159863945578,0.3500000000000001,0.9142119047619047,0.5,0.6839999999999999,1.0,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,0.06608843537414966,-0.014010884353741426,stable,CAUTIOUS,False
1999-02-11,0.6558057823129251,0.3416666666666662,0.906307142857143,0.5,0.7526666666666666,1.0,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,0.007489795918367292,0.10768945578231282,improving,COMFORTABLE,False
1999-02-18,0.5693877551020408,0.3416666666666669,0.9023809523809524,0.5,0.6516666666666667,0.5,0.5,0.59,"THIN - Limited buffer, elevated transmission risk",,fair,-0.08641802721088432,0.017165306122449042,stable,CAUTIOUS,False
1999-02-25,0.5913809523809523,0.41666666666666685,0.9,0.5,0.733,0.5,0.5,0.59,"THIN - Limited buffer, elevated transmission risk",,fair,0.02199319727891158,0.009153401360544211,stable,CAUTIOUS,False
1999-03-04,0.6652789115646258,0.3916666666666666,0.8976190476190476,0.5,0.7776666666666666,1.0,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,0.07389795918367348,0.016962925170068033,stable,COMFORTABLE,False
1999-03-11,0.6755510204081632,0.3916666666666666,0.8928571428571429,0.5,0.8543333333333333,1.0,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,0.010272108843537353,0.019745238095238093,stable,COMFORTABLE,False
1999-03-18,0.5938707482993197,0.3166666666666667,0.888095238095238,0.5,0.8623333333333334,0.5,0.5,0.59,"THIN - Limited buffer, elevated transmission risk",,fair,-0.08168027210884343,0.02448299319727898,stable,CAUTIOUS,False
1999-03-25,0.5937687074829932,0.3249999999999999,0.8857142857142857,0.5,0.8556666666666668,0.5,0.5,0.59,"THIN - Limited buffer, elevated transmission risk",,fair,-0.00010204081632658735,0.0023877551020408116,stable,CAUTIOUS,False
1999-04-01,0.6680136054421768,0.266666666666667,0.888095238095238,0.5,0.9313333333333333,1.0,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,0.07424489795918365,0.0027346938775509866,stable,COMFORTABLE,False
1999-04-08,0.6620204081632652,0.2400000000000002,0.8904761904761905,0.5,0.9136666666666666,1.0,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,-0.005993197278911566,-0.013530612244897933,stable,COMFORTABLE,False
1999-04-15,0.5784965986394558,0.20000000000000018,0.8904761904761905,0.5,0.869,0.5,0.5,0.59,"THIN - Limited buffer, elevated transmission risk",,fair,-0.08352380952380944,-0.015374149659863945,stable,CAUTIOUS,False
1999-04-22,0.5915374149659863,0.25,0.888095238095238,0.5,0.9126666666666666,0.5,0.5,0.59,"THIN - Limited buffer, elevated transmission risk",,fair,0.013040816326530535,-0.002231292517006822,stable,CAUTIOUS,False
1999-04-29,0.5925034013605441,0.33333333333333304,0.8928571428571429,0.5,0.8313333333333334,0.5,0.5,0.59,"THIN - Limited buffer, elevated transmission risk",,fair,0.0009659863945578051,-0.07551020408163267,declining,DETERIORATING,True
1999-05-06,0.6638231292517007,0.41666666666666685,0.888095238095238,0.5,0.752,1.0,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,0.07131972789115659,0.0018027210884354883,stable,COMFORTABLE,False
1999-05-13,0.6000068027210883,0.3916666666666666,0.8857142857142857,0.5,0.8326666666666667,0.5,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,-0.06381632653061242,0.02151020408163251,stable,CAUTIOUS,False
1999-05-20,0.6013129251700681,0.37500000000000033,0.8928571428571429,0.5,0.8513333333333333,0.5,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,0.001306122448979763,0.009775510204081739,stable,CAUTIOUS,False
1999-05-27,0.5862653061224489,0.3916666666666666,0.8928571428571429,0.5,0.7293333333333333,0.5,0.5,0.59,"THIN - Limited buffer, elevated transmission risk",,fair,-0.015047619047619198,-0.006238095238095265,stable,CAUTIOUS,False
1999-06-03,0.6634353741496598,0.3583333333333332,0.9023809523809524,0.5,0.7933333333333333,1.0,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,0.07717006802721094,-0.0003877551020409209,stable,COMFORTABLE,False
1999-06-10,0.6688163265306122,0.3666666666666664,0.9023809523809524,0.5,0.8226666666666667,1.0,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,0.005380952380952375,0.06880952380952388,improving,COMFORTABLE,False
1999-06-17,0.5994897959183673,0.26666666666666633,0.9047619047619048,0.5,0.935,0.5,0.5,0.59,"THIN - Limited buffer, elevated transmission risk",,fair,-0.06932653061224492,-0.0018231292517008058,stable,CAUTIOUS,False
1999-06-24,0.6001564625850339,0.30833333333333285,0.9047619047619048,0.5,0.898,0.5,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,0.0006666666666665932,0.013891156462584986,stable,CAUTIOUS,False
1999-07-01,0.6748979591836735,0.21999999999999975,0.9142857142857143,0.5,1.0,1.0,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,0.0747414965986396,0.01146258503401365,stable,COMFORTABLE,False
1999-07-08,0.674469387755102,0.22500000000000006,0.9142857142857143,0.5,0.992,1.0,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,-0.0004285714285714448,0.00565306122448983,stable,COMFORTABLE,False
1999-07-15,0.6052721088435374,0.23500000000000032,0.9119047619047619,0.5,1.0,0.5,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,-0.06919727891156457,0.005782312925170174,stable,CAUTIOUS,False
1999-07-22,0.5850340136054422,0.19500000000000028,0.9119047619047619,0.5,0.8983333333333333,0.5,0.5,0.59,"THIN - Limited buffer, elevated transmission risk",,fair,-0.020238095238095277,-0.015122448979591696,stable,CAUTIOUS,False
1999-07-29,0.5840544217687074,0.23,0.919047619047619,0.5,0.8493333333333333,0.5,0.5,0.59,"THIN - Limited buffer, elevated transmission risk",,fair,-0.0009795918367347944,-0.09084353741496609,declining,DETERIORATING,True
1999-08-05,0.6435238095238095,0.21500000000000027,0.9333333333333332,0.5,0.7663333333333333,1.0,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,0.05946938775510213,-0.030945578231292514,declining,CAUTIOUS,False
1999-08-12,0.5782925170068026,0.18999999999999992,0.9357142857142856,0.5,0.8323333333333334,0.5,0.5,0.59,"THIN - Limited buffer, elevated transmission risk",,fair,-0.06523129251700688,-0.026979591836734818,stable,CAUTIOUS,False
1999-08-19,0.5795374149659864,0.1750000000000003,0.938095238095238,0.5,0.8536666666666666,0.5,0.5,0.59,"THIN - Limited buffer, elevated transmission risk",,fair,0.0012448979591838105,-0.00549659863945573,stable,CAUTIOUS,False
1999-08-26,0.6050204081632652,0.2450000000000001,0.9404761904761904,0.5,0.9596666666666667,0.5,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,0.025482993197278758,0.020965986394557823,stable,CAUTIOUS,False
1999-09-02,0.6605714285714286,0.23500000000000032,0.9500000000000001,0.5,0.849,1.0,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,0.0555510204081634,0.01704761904761909,stable,COMFORTABLE,False
1999-09-09,0.6607006802721087,0.18999999999999992,0.9452380952380951,0.5,0.8996666666666666,1.0,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,0.00012925170068012193,0.08240816326530609,improving,COMFORTABLE,False
1999-09-16,0.5686394557823129,0.125,0.9404761904761904,0.5,0.825,0.5,0.5,0.59,"THIN - Limited buffer, elevated transmission risk",,fair,-0.09206122448979581,-0.010897959183673533,stable,CAUTIOUS,False
1999-09-23,0.5638231292517006,0.18000000000000013,0.938095238095238,0.5,0.7386666666666667,0.5,0.5,0.59,"THIN - Limited buffer, elevated transmission risk",,fair,-0.004816326530612258,-0.04119727891156455,declining,CAUTIOUS,False
1999-09-30,0.5808027210884353,0.22500000000000006,0.9309523809523809,0.5,0.8196666666666667,0.5,0.5,0.59,"THIN - Limited buffer, elevated transmission risk",,fair,0.016979591836734698,-0.07976870748299325,declining,DETERIORATING,True
1999-10-07,0.6288027210884354,0.0,0.9309523809523809,0.5,0.8806666666666667,1.0,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,0.04800000000000004,-0.03189795918367333,declining,CAUTIOUS,False
1999-10-14,0.5449319727891155,0.0,0.9261904761904761,0.5,0.7983333333333333,0.5,0.5,0.59,"THIN - Limited buffer, elevated transmission risk",,fair,-0.08387074829931984,-0.02370748299319736,stable,CAUTIOUS,False
1999-10-21,0.557047619047619,0.010000000000000214,0.9333333333333332,0.5,0.866,0.5,0.5,0.59,"THIN - Limited buffer, elevated transmission risk",,fair,0.012115646258503476,-0.006775510204081625,stable,CAUTIOUS,False
1999-10-28,0.5716462585034012,0.029999999999999787,0.9261904761904761,0.5,0.9553333333333334,0.5,0.5,0.59,"THIN - Limited buffer, elevated transmission risk",,fair,0.014598639455782214,-0.009156462585034109,stable,CAUTIOUS,False
1999-11-04,0.6379931972789116,0.04499999999999993,0.9309523809523809,0.5,0.9,1.0,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,0.06634693877551034,0.009190476190476193,stable,CAUTIOUS,False
1999-11-11,0.6577619047619048,0.14999999999999994,0.9333333333333332,0.5,0.931,1.0,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,0.019768707482993197,0.11282993197278923,improving,COMFORTABLE,False
1999-11-18,0.5965646258503401,0.15500000000000028,0.9309523809523809,0.5,1.0,0.5,0.5,0.59,"THIN - Limited buffer, elevated transmission risk",,fair,-0.06119727891156468,0.03951700680272108,stable,CAUTIOUS,False
1999-11-25,0.5992721088435373,0.18500000000000008,0.9285714285714285,0.5,0.9913333333333333,0.5,0.5,0.59,"THIN - Limited buffer, elevated transmission risk",,fair,0.00270748299319723,0.027625850340136093,stable,CAUTIOUS,False
1999-12-02,0.6546326530612244,0.12999999999999987,0.9214285714285714,0.5,0.9410000000000001,1.0,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,0.0553605442176871,0.01663945578231285,stable,COMFORTABLE,False
1999-12-09,0.6573945578231292,0.12999999999999987,0.9214285714285714,0.5,0.9603333333333333,1.0,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,0.002761904761904743,-0.0003673469387756034,stable,COMFORTABLE,False
1999-12-16,0.5893401360544217,0.18000000000000013,0.919047619047619,0.5,0.9363333333333334,0.5,0.5,0.59,"THIN - Limited buffer, elevated transmission risk",,fair,-0.06805442176870746,-0.007224489795918387,stable,CAUTIOUS,False
1999-12-23,0.5856190476190475,0.12999999999999987,0.9166666666666666,0.5,0.9626666666666666,0.5,0.5,0.59,"THIN - Limited buffer, elevated transmission risk",,fair,-0.00372108843537422,-0.013653061224489837,stable,CAUTIOUS,False
1999-12-30,0.6034557823129251,0.3833333333333334,0.9095238095238095,0.5,0.8413333333333333,0.5,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,0.017836734693877587,-0.05117687074829935,declining,DETERIORATING,True
2000-01-06,0.6651632653061224,0.33333333333333304,0.9238095238095237,0.5,0.8089999999999999,1.0,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,0.06170748299319728,0.007768707482993187,stable,COMFORTABLE,False
2000-01-13,0.6033537414965985,0.26666666666666633,0.9238095238095237,0.5,0.943,0.5,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,-0.06180952380952387,0.01401360544217678,stable,CAUTIOUS,False
2000-01-20,0.6091156462585033,0.30833333333333357,0.9238095238095237,0.5,0.9416666666666667,0.5,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,0.005761904761904857,0.023496598639455857,stable,CAUTIOUS,False
2000-01-27,0.6041632653061223,0.33333333333333304,0.9238095238095237,0.5,0.882,0.5,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,-0.004952380952381041,0.0007074829931972282,stable,CAUTIOUS,False
2000-02-03,0.6835578231292516,0.33333333333333304,0.9285714285714285,0.5,0.9329999999999999,1.0,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,0.07939455782312932,0.018394557823129265,stable,COMFORTABLE,False
2000-02-10,0.6848027210884353,0.37500000000000033,0.9309523809523809,0.5,0.8976666666666666,1.0,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,0.0012448979591836995,0.08144897959183683,improving,COMFORTABLE,False
2000-02-17,0.6185102040816326,0.41666666666666685,0.9285714285714285,0.5,0.8943333333333332,0.5,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,-0.06629251700680272,0.009394557823129257,stable,CAUTIOUS,False
2000-02-24,0.621047619047619,0.4700000000000002,0.9333333333333332,0.5,0.8540000000000001,0.5,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,0.002537414965986362,0.01688435374149666,stable,CAUTIOUS,False
2000-03-02,0.7013469387755102,0.3999999999999998,0.9547619047619048,0.5,0.9646666666666668,1.0,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,0.08029931972789128,0.017789115646258624,stable,COMFORTABLE,False
2000-03-09,0.7062108843537415,0.4700000000000002,0.9571428571428572,0.5,0.9263333333333332,1.0,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,,fair,0.004863945578231221,0.021408163265306146,stable,COMFORTABLE,False
2000-03-16,0.6325578231292516,0.4016666666666666,0.9619047619047619,0.5,0.9743333333333333,0.5,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,Dot-com Bubble Peak,fair,-0.07365306122448989,0.014047619047618976,stable,CAUTIOUS,False
2000-03-23,0.6252244897959183,0.40000000000000047,0.9619047619047619,0.5,0.9246666666666666,0.5,0.5,0.59,COMFORTABLE - Markets can absorb moderate shocks,Dot-com Bubble Peak,fair,-0.007333333333333303,0.004176870748299311,stable,CAUTIOUS,False
